Label,GISAID/GenBank accession,Country,Host,Clade,Nextclade_pango,Collection_date,WHO_Label,,,,,,,,,
hCoV-19/mink/USA/MP04N-210/2022-08-31,PQ594693,USA (this study),mink,21J,B.1.617.2,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-211/2022-08-31,PQ594694,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-216/2022-08-31,PQ594695,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-217/2022-08-31,PQ594696,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-230/2022-08-31,PQ594697,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-241/2022-08-31,PQ594698,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-243/2022-08-31,PQ594699,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-249/2022-08-31,PQ594700,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP04N-250/2022-08-31,PQ594701,USA (this study),mink,21J,AY.39,8/31/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-002/2022-09-07,PQ594702,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-006/2022-09-07,PQ594703,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-015/2022-09-07,PQ594704,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-028/2022-09-07,PQ594705,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-029/2022-09-07,PQ594706,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-030/2022-09-07,PQ594707,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-035/2022-09-07,PQ594708,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-040/2022-09-07,PQ594709,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-044/2022-09-07,PQ594710,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-045/2022-09-07,PQ594711,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-047/2022-09-07,PQ594712,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-048/2022-09-07,PQ594713,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-049/2022-09-07,PQ594714,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-050/2022-09-07,PQ594715,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-053/2022-09-07,PQ594716,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-065/2022-09-07,PQ594717,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-068/2022-09-07,PQ594718,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-072/2022-09-07,PQ594719,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-079/2022-09-07,PQ594720,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-080/2022-09-07,PQ594721,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-081/2022-09-07,PQ594722,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-082/2022-09-07,PQ594723,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-085/2022-09-07,PQ594724,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-086/2022-09-07,PQ594725,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-087/2022-09-07,PQ594726,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-088/2022-09-07,PQ594727,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-093/2022-09-07,PQ594728,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-094/2022-09-07,PQ594729,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-095/2022-09-07,PQ594730,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-096/2022-09-07,PQ594731,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-097/2022-09-07,PQ594732,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-098/2022-09-07,PQ594733,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-099/2022-09-07,PQ594734,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-101/2022-09-07,PQ594735,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-105/2022-09-07,PQ594736,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-106/2022-09-07,PQ594737,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-107/2022-09-07,PQ594738,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-108/2022-09-07,PQ594739,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-109/2022-09-07,PQ594740,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-111/2022-09-07,PQ594741,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-113/2022-09-07,PQ594742,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-114/2022-09-07,PQ594743,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-116/2022-09-07,PQ594744,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-119/2022-09-07,PQ594745,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-120/2022-09-07,PQ594746,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-125/2022-09-07,PQ594747,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP05N-130/2022-09-07,PQ594748,USA (this study),mink,21J,AY.39,9/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-040/2022-09-13,PQ594749,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-041/2022-09-13,PQ594750,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-082/2022-09-13,PQ594751,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-086/2022-09-13,PQ594752,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-091/2022-09-13,PQ594753,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-105/2022-09-13,PQ594754,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-113/2022-09-13,PQ594755,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-122/2022-09-13,PQ594756,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-129/2022-09-13,PQ594757,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP06N-130/2022-09-13,PQ594758,USA (this study),mink,21J,AY.39,9/13/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP11N-050/2022-10-10,PQ594759,USA (this study),mink,21J,AY.39,10/10/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP11N-210/2022-10-10,PQ594760,USA (this study),mink,21J,AY.39,10/10/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP12N-175/2022-10-19,PQ594761,USA (this study),mink,21J,B.1.617.2,10/19/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP13N-192/2022-10-24,PQ594762,USA (this study),mink,21J,AY.39,10/24/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP13N-193/2022-10-24,PQ594763,USA (this study),mink,21J,AY.39,10/24/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP13N-214/2022-10-24,PQ594764,USA (this study),mink,21J,AY.39,10/24/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP13N-225/2022-10-24,PQ594765,USA (this study),mink,21J,AY.39,10/24/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP14N-157/2022-11-03,PQ594766,USA (this study),mink,21J,AY.39,11/3/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP14N-173/2022-11-03,PQ594767,USA (this study),mink,21J,AY.39,11/3/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP14N-188/2022-11-03,PQ594768,USA (this study),mink,21J,AY.39,11/3/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP14N-198/2022-11-03,PQ594769,USA (this study),mink,21J,AY.39,11/3/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP14N-223/2022-11-03,PQ594770,USA (this study),mink,21J,AY.39,11/3/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP14N-230/2022-11-03,PQ594771,USA (this study),mink,21J,AY.39,11/3/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-157/2022-11-07,PQ594772,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-158/2022-11-07,PQ594773,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-161/2022-11-07,PQ594774,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-174/2022-11-07,PQ594775,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-175/2022-11-07,PQ594776,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-195/2022-11-07,PQ594777,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-198/2022-11-07,PQ594778,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-219/2022-11-07,PQ594779,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-223/2022-11-07,PQ594780,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-233/2022-11-07,PQ594781,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-235/2022-11-07,PQ594782,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP15N-245/2022-11-07,PQ594783,USA (this study),mink,21J,AY.39,11/7/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP16N-159/2022-11-22,PQ594784,USA (this study),mink,21J,AY.39,11/22/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP16N-160/2022-11-22,PQ594785,USA (this study),mink,21J,AY.39,11/22/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP16N-165/2022-11-22,PQ594786,USA (this study),mink,21J,AY.39,11/22/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP16N-166/2022-11-22,PQ594787,USA (this study),mink,21J,AY.39,11/22/2022,Delta,,,,,,,,,
hCoV-19/mink/USA/MP16N-170/2022-11-22,PQ594788,USA (this study),mink,21J,AY.39,11/22/2022,Delta,,,,,,,,,
hCoV-19/human/Argentina/MW553295/2020-06-04,MW553295,Argentina,human,20A,B.1,6/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/MW553299/2020-05-16,MW553299,Argentina,human,20A,B.1,5/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/MW553306/2020-06-04,MW553306,Argentina,human,20A,B.1,6/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/MW553313/2020-06-04,MW553313,Argentina,human,20A,B.1,6/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/MW633894/2020-09-14,MW633894,Argentina,human,20C,B.1.499,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/MW633908/2020-09-14,MW633908,Argentina,human,20C,B.1.499,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/MW633909/2020-09-17,MW633909,Argentina,human,20B,N.3,9/17/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OL989073/2021-03-15,OL989073,Argentina,human,21E (Theta),P.3,3/15/2021,Theta,,,,,,,,,
hCoV-19/human/Argentina/OQ690454/2020-11-27,OQ690454,Argentina,human,20B,N.5,11/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ690467/2020-11-28,OQ690467,Argentina,human,20B,N.5,11/28/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ690529/2020-11-24,OQ690529,Argentina,human,20B,N.5,11/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ690574/2021-02-03,OQ690574,Argentina,human,20C,B.1.499,2/3/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ690886/2020-12-28,OQ690886,Argentina,human,20C,B.1.499,12/28/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ690906/2020-12-22,OQ690906,Argentina,human,20B,N.5,12/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ691036/2020-12-07,OQ691036,Argentina,human,20B,N.5,12/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OQ691351/2021-04-20,OQ691351,Argentina,human,21G (Lambda),C.37,4/20/2021,Lambda,,,,,,,,,
hCoV-19/human/Argentina/OZ060955/2021-04-07,OZ060955,Argentina,human,21G (Lambda),C.37,4/7/2021,Lambda,,,,,,,,,
hCoV-19/human/Argentina/OZ061035/2021-01-29,OZ061035,Argentina,human,20B,N.5,1/29/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OZ061096/2021-01-21,OZ061096,Argentina,human,20B,P.7,1/21/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OZ061169/2021-03-22,OZ061169,Argentina,human,"20I (Alpha, V1)",B.1.1.7,3/22/2021,Alpha,,,,,,,,,
hCoV-19/human/Argentina/OZ061171/2021-02-01,OZ061171,Argentina,human,20B,B.1.1.519,2/1/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Argentina/OZ061268/2021-03-09,OZ061268,Argentina,human,21G (Lambda),C.37,3/9/2021,Lambda,,,,,,,,,
hCoV-19/human/Argentina/OZ061468/2021-05-08,OZ061468,Argentina,human,"20J (Gamma, V3)",P.1.15,5/8/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ061594/2021-05-07,OZ061594,Argentina,human,"20I (Alpha, V1)",B.1.1.7,5/7/2021,Alpha,,,,,,,,,
hCoV-19/human/Argentina/OZ061871/2021-04-23,OZ061871,Argentina,human,"20J (Gamma, V3)",P.1,4/23/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ062186/2021-06-08,OZ062186,Argentina,human,21G (Lambda),C.37,6/8/2021,Lambda,,,,,,,,,
hCoV-19/human/Argentina/OZ062252/2021-06-04,OZ062252,Argentina,human,"20J (Gamma, V3)",P.1.15,6/4/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ062890/2021-06-09,OZ062890,Argentina,human,"20J (Gamma, V3)",P.1.15,6/9/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ063238/2021-07-16,OZ063238,Argentina,human,"20J (Gamma, V3)",P.1.15,7/16/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ064940/2021-08-11,OZ064940,Argentina,human,"20J (Gamma, V3)",P.1.15,8/11/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ064956/2021-09-01,OZ064956,Argentina,human,"20J (Gamma, V3)",P.1.15,9/1/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ064960/2021-09-16,OZ064960,Argentina,human,21G (Lambda),C.37,9/16/2021,Lambda,,,,,,,,,
hCoV-19/human/Argentina/OZ064992/2021-08-31,OZ064992,Argentina,human,"20J (Gamma, V3)",P.1.15,8/31/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ065079/2021-09-25,OZ065079,Argentina,human,21J (Delta),AY.119,9/25/2021,Delta,,,,,,,,,
hCoV-19/human/Argentina/OZ066126/2021-10-10,OZ066126,Argentina,human,"20J (Gamma, V3)",P.1,10/10/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ066437/2021-10-01,OZ066437,Argentina,human,"20J (Gamma, V3)",P.1.15,10/1/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ066639/2021-10-14,OZ066639,Argentina,human,"20J (Gamma, V3)",P.1.15,10/14/2021,Gamma,,,,,,,,,
hCoV-19/human/Argentina/OZ066641/2021-11-12,OZ066641,Argentina,human,21J (Delta),AY.100,11/12/2021,Delta,,,,,,,,,
hCoV-19/human/Argentina/OZ067520/2021-11-14,OZ067520,Argentina,human,21J (Delta),AY.103,11/14/2021,Delta,,,,,,,,,
hCoV-19/human/Argentina/OZ068345/2021-11-30,OZ068345,Argentina,human,21J (Delta),AY.25,11/30/2021,Delta,,,,,,,,,
hCoV-19/human/Argentina/OZ068935/2021-12-24,OZ068935,Argentina,human,21J (Delta),AY.103.1,12/24/2021,Delta,,,,,,,,,
hCoV-19/human/Argentina/OZ069950/2021-12-22,OZ069950,Argentina,human,21K (Omicron),BA.1.1,12/22/2021,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ069995/2022-01-21,OZ069995,Argentina,human,21K (Omicron),BA.1,1/21/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ070088/2022-01-18,OZ070088,Argentina,human,21K (Omicron),BA.1.1,1/18/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ070410/2022-01-26,OZ070410,Argentina,human,21K (Omicron),BA.1.1,1/26/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ070596/2022-02-03,OZ070596,Argentina,human,21K (Omicron),BA.1.1,2/3/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ070698/2022-02-16,OZ070698,Argentina,human,21K (Omicron),BA.1.1,2/16/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ070805/2022-03-07,OZ070805,Argentina,human,21K (Omicron),BA.1.1,3/7/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ070989/2022-03-13,OZ070989,Argentina,human,21K (Omicron),BA.1.1,3/13/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071127/2022-05-24,OZ071127,Argentina,human,21L (Omicron),BA.2,5/24/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071192/2022-04-11,OZ071192,Argentina,human,21L (Omicron),BA.2.3,4/11/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071219/2022-04-13,OZ071219,Argentina,human,21K (Omicron),BA.1.1,4/13/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071321/2022-05-21,OZ071321,Argentina,human,21L (Omicron),BA.2,5/21/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071333/2022-05-26,OZ071333,Argentina,human,21L (Omicron),BA.2,5/26/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071358/2022-03-31,OZ071358,Argentina,human,21K (Omicron),BA.1,3/31/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071461/2022-04-18,OZ071461,Argentina,human,21K (Omicron),BA.1.1,4/18/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071589/2022-06-09,OZ071589,Argentina,human,22A (Omicron),BA.4.1,6/9/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071862/2022-06-02,OZ071862,Argentina,human,21L (Omicron),BA.2,6/2/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ071872/2022-06-06,OZ071872,Argentina,human,22A (Omicron),BA.4.1,6/6/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072277/2022-07-28,OZ072277,Argentina,human,22B (Omicron),BE.1,7/28/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072433/2022-07-18,OZ072433,Argentina,human,22A (Omicron),BA.4.6,7/18/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072442/2022-08-19,OZ072442,Argentina,human,22A (Omicron),BA.4.6,8/19/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072567/2022-07-20,OZ072567,Argentina,human,22A (Omicron),BA.4,7/20/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072608/2022-08-02,OZ072608,Argentina,human,22B (Omicron),BA.5.2.1,8/2/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072724/2022-08-08,OZ072724,Argentina,human,22A (Omicron),BA.4.6,8/8/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072768/2022-09-19,OZ072768,Argentina,human,22A (Omicron),BA.4.6,9/19/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072817/2022-09-01,OZ072817,Argentina,human,22A (Omicron),BA.4.6,9/1/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072828/2022-10-19,OZ072828,Argentina,human,22A (Omicron),BA.4.6,10/19/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072833/2022-10-24,OZ072833,Argentina,human,22B (Omicron),BA.5.1,10/24/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072852/2022-09-27,OZ072852,Argentina,human,22B (Omicron),BA.5.1.22,9/27/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072956/2022-11-30,OZ072956,Argentina,human,22E (Omicron),BQ.1.1,11/30/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ072966/2022-10-19,OZ072966,Argentina,human,22B (Omicron),BF.2,10/19/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ073010/2022-11-06,OZ073010,Argentina,human,22A (Omicron),BA.4.6,11/6/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ073510/2022-12-11,OZ073510,Argentina,human,22E (Omicron),BQ.1.1.4,12/11/2022,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074400/2023-01-05,OZ074400,Argentina,human,22E (Omicron),BQ.1.1.4,1/5/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074724/2023-04-10,OZ074724,Argentina,human,23A (Omicron),XBB.1.5,4/10/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074810/2023-03-06,OZ074810,Argentina,human,23A (Omicron),XBB.1.5,3/6/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074961/2023-03-28,OZ074961,Argentina,human,23A (Omicron),XBB.1.5,3/28/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074985/2023-01-15,OZ074985,Argentina,human,22E (Omicron),BQ.1.1.4,1/15/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074993/2023-03-13,OZ074993,Argentina,human,23A (Omicron),XBB.1.5.86,3/13/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ074998/2023-02-01,OZ074998,Argentina,human,23A (Omicron),XBB.1.5.107,2/1/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ075002/2023-02-15,OZ075002,Argentina,human,22E (Omicron),BQ.1.1,2/15/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ075042/2023-04-20,OZ075042,Argentina,human,23A (Omicron),XBB.1.5,4/20/2023,Omicron,,,,,,,,,
hCoV-19/human/Argentina/OZ075044/2023-04-20,OZ075044,Argentina,human,23A (Omicron),XBB.1.5,4/20/2023,Omicron,,,,,,,,,
hCoV-19/human/Armenia/MZ230686/2020-07-30,MZ230686,Armenia,human,20B,B.1.1.168,7/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230688/2020-08-03,MZ230688,Armenia,human,20B,B.1.1,8/3/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230692/2020-08-03,MZ230692,Armenia,human,20B,B.1.1,8/3/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230709/2020-08-28,MZ230709,Armenia,human,20B,B.1.1,8/28/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230716/2020-09-03,MZ230716,Armenia,human,20B,B.1.1,9/3/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230719/2020-09-07,MZ230719,Armenia,human,20B,B.1.1,9/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230721/2020-09-09,MZ230721,Armenia,human,20B,B.1.1,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230724/2020-07-28,MZ230724,Armenia,human,20B,B.1.1,7/28/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ230727/2020-07-30,MZ230727,Armenia,human,20B,B.1.1,7/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ577123/2021-01-19,MZ577123,Armenia,human,20B,B.1.1.163,1/19/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ577124/2021-01-19,MZ577124,Armenia,human,20B,B.1.1.163,1/19/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Armenia/MZ577126/2021-01-27,MZ577126,Armenia,human,20B,B.1.1.163,1/27/2021,pre-VOC era,,,,,,,,,
